"","peaks","fips","cases","county","state","Region","lat","lng","per_dem","median.income","unemployed.rate"
"2942","peak 1","53057",722,"Skagit","Washington","West",48.4794,-121.7302,0.520981163940455,67551,9.8
"2943","peak 1","53059",44.1428571428571,"Skamania","Washington","West",46.023,-121.9147,0.436542669584245,69163,9.2
"2944","peak 1","53061",5177.71428571429,"Snohomish","Washington","West",48.0475,-121.6975,0.585073701674582,89119,8.5
"2945","peak 1","53063",3060,"Spokane","Washington","West",47.6207,-117.404,0.459550485732661,59976,8.8
"2946","peak 1","53065",50.4285714285714,"Stevens","Washington","West",48.3991,-117.8552,0.275729862820964,55000,9.4
"2947","peak 1","53067",534.428571428571,"Thurston","Washington","West",46.9258,-122.8332,0.574589315664886,77890,8.3
"2948","peak 1","53069",5.57142857142857,"Wahkiakum","Washington","West",46.2918,-123.4244,0.390808453539081,61123,8.8
"2949","peak 1","53071",324,"Walla Walla","Washington","West",46.2298,-118.4784,0.437925850100765,60202,6.9
"2950","peak 1","53073",820.428571428571,"Whatcom","Washington","West",48.8259,-121.7199,0.603520415524455,68656,9.3
"2951","peak 1","53075",72.1428571428571,"Whitman","Washington","West",46.9012,-117.523,0.529395058222096,45906,5.9
"2952","peak 1","53077",9826.71428571429,"Yakima","Washington","West",46.4571,-120.7384,0.448878816545903,55674,9.7
"2953","peak 1","54001",27,"Barbour","West Virginia","South",39.133,-80.003,0.218211771753782,39710,8.3
"2954","peak 1","54003",592,"Berkeley","West Virginia","South",39.4641,-78.0275,0.333482099543999,63012,6.2
"2955","peak 1","54005",64.7142857142857,"Boone","West Virginia","South",38.023,-81.7112,0.22647581003107,43697,10.5
"2956","peak 1","54007",7.42857142857143,"Braxton","West Virginia","South",38.6999,-80.7193,0.257238700564972,39651,10.4
"2957","peak 1","54009",43,"Brooke","West Virginia","South",40.2739,-80.5765,0.276557807807808,50900,9
"2958","peak 1","54011",253.428571428571,"Cabell","West Virginia","South",38.4203,-82.2417,0.401338329764454,42125,8
"2959","peak 1","54013",5,"Calhoun","West Virginia","South",38.8445,-81.1176,0.191181420397173,37307,16.1
"2960","peak 1","54015",17,"Clay","West Virginia","South",38.4625,-81.0751,0.190490341753343,41923,12.5
"2961","peak 1","54017",1.5,"Doddridge","West Virginia","South",39.2692,-80.707,0.140277329893583,50642,6.3
"2962","peak 1","54019",108.285714285714,"Fayette","West Virginia","South",38.0288,-81.0812,0.300260941762543,41430,10
"2963","peak 1","54021",13.4285714285714,"Gilmer","West Virginia","South",38.924,-80.8571,0.225018782870023,40373,10.1
"2964","peak 1","54023",34.8571428571429,"Grant","West Virginia","South",39.1051,-79.1956,0.110183336358686,47400,6.5
"2965","peak 1","54025",81,"Greenbrier","West Virginia","South",37.947,-80.453,0.293690851735016,43564,8.1
"2966","peak 1","54027",54.2857142857143,"Hampshire","West Virginia","South",39.3171,-78.6141,0.192246678564347,54811,5.5
"2967","peak 1","54029",76.4285714285714,"Hancock","West Virginia","South",40.5219,-80.5739,0.27463768115942,51017,10
"2968","peak 1","54031",50,"Hardy","West Virginia","South",39.0075,-78.8579,0.218132996367083,46658,7.2
"2969","peak 1","54033",150.857142857143,"Harrison","West Virginia","South",39.2835,-80.3799,0.302478253733793,53909,7.9
"2970","peak 1","54035",151.428571428571,"Jackson","West Virginia","South",38.8345,-81.6748,0.237414865265028,50808,8.6
"2971","peak 1","54037",277.571428571429,"Jefferson","West Virginia","South",39.3076,-77.8628,0.43775042414179,75225,5.9
"2972","peak 1","54039",615.857142857143,"Kanawha","West Virginia","South",38.3366,-81.5281,0.417586693254219,48334,8.9
"2973","peak 1","54041",25,"Lewis","West Virginia","South",38.9959,-80.5022,0.206249161861338,46895,10.9
"2974","peak 1","54043",37,"Lincoln","West Virginia","South",38.1753,-82.0704,0.218518518518519,43198,10
"2975","peak 1","54045",63.2857142857143,"Logan","West Virginia","South",37.8315,-81.9353,0.179103331797943,38533,12.2
"2976","peak 1","54047",12.7142857142857,"McDowell","West Virginia","South",37.3785,-81.6536,0.204228588938256,29106,12.6
"2977","peak 1","54049",149.285714285714,"Marion","West Virginia","South",39.51,-80.2434,0.345080251221214,51300,8.7
"2978","peak 1","54051",91.2857142857143,"Marshall","West Virginia","South",39.8606,-80.6634,0.245383522727273,53145,9.9
"2979","peak 1","54053",34.8571428571429,"Mason","West Virginia","South",38.7697,-82.0266,0.225475319110952,47753,8.5
"2980","peak 1","54055",78.5714285714286,"Mercer","West Virginia","South",37.4055,-81.1114,0.221055144425877,41794,9.4
"2981","peak 1","54057",86.7142857142857,"Mineral","West Virginia","South",39.4147,-78.9438,0.206650093225606,49704,7.6
"2982","peak 1","54059",77.4285714285714,"Mingo","West Virginia","South",37.7264,-82.1347,0.13939333466374,34698,14.3
"2983","peak 1","54061",797.142857142857,"Monongalia","West Virginia","South",39.6303,-80.0466,0.482078341890093,55652,6.3
"2984","peak 1","54063",18,"Monroe","West Virginia","South",37.5604,-80.5505,0.207241910631741,44655,7.1
"2985","peak 1","54065",24.1428571428571,"Morgan","West Virginia","South",39.5604,-78.2578,0.229787234042553,50660,6
"2986","peak 1","54067",23,"Nicholas","West Virginia","South",38.2917,-80.7994,0.209407337723424,40023,10.3
"2987","peak 1","54069",208.714285714286,"Ohio","West Virginia","South",40.0969,-80.6189,0.363001306663986,50390,8.4
"2988","peak 1","54071",25,"Pendleton","West Virginia","South",38.6807,-79.3509,0.22410494670675,43451,4.9
"2989","peak 1","54073",6.42857142857143,"Pleasants","West Virginia","South",39.371,-81.1606,0.20022916069894,54972,11.1
"2990","peak 1","54075",39.8571428571429,"Pocahontas","West Virginia","South",38.3318,-80.0078,0.26122754491018,39454,9.3
"2991","peak 1","54077",115.714285714286,"Preston","West Virginia","South",39.4693,-79.6682,0.217060115289596,50821,7.3
"2992","peak 1","54079",129,"Putnam","West Virginia","South",38.5086,-81.909,0.276411353987579,66991,7.4
"2993","peak 1","54081",120.571428571429,"Raleigh","West Virginia","South",37.7714,-81.2486,0.24110433154111,45386,8.9
"2994","peak 1","54083",203.428571428571,"Randolph","West Virginia","South",38.7748,-79.8758,0.275573770491803,46285,9.2
"2995","peak 1","54085",3,"Ritchie","West Virginia","South",39.1783,-81.063,0.136819985991128,46131,8.4
"2996","peak 1","54087",12.5714285714286,"Roane","West Virginia","South",38.714,-81.3483,0.252472670484123,41671,12.4
"2997","peak 1","54089",3,"Summers","West Virginia","South",37.6559,-80.8586,0.259265890778872,37000,7.8
"2998","peak 1","54091",35.5714285714286,"Taylor","West Virginia","South",39.336,-80.0462,0.243261546796695,48294,7.4
"2999","peak 1","54093",7.42857142857143,"Tucker","West Virginia","South",39.1136,-79.565,0.244016649323621,47222,8.5
"3000","peak 1","54095",10.4285714285714,"Tyler","West Virginia","South",39.4653,-80.8848,0.160887302396736,48345,10.3
"3001","peak 1","54097",34.2857142857143,"Upshur","West Virginia","South",38.8978,-80.2334,0.22072204285295,45074,9.6
"3002","peak 1","54099",169.142857142857,"Wayne","West Virginia","South",38.1459,-82.427,0.24122263527468,42095,8.4
"3003","peak 1","54101",2.71428571428571,"Webster","West Virginia","South",38.4947,-80.4219,0.179306290417402,34385,9.4
"3004","peak 1","54103",40.7142857142857,"Wetzel","West Virginia","South",39.6053,-80.6391,0.230838458077096,46824,9.8
"3005","peak 1","54105",6,"Wirt","West Virginia","South",39.0224,-81.3787,0.175650207312476,48627,10.7
"3006","peak 1","54107",217.714285714286,"Wood","West Virginia","South",39.2112,-81.515,0.281874000309582,49209,8.8
"3007","peak 1","54109",13.1428571428571,"Wyoming","West Virginia","South",37.6096,-81.5492,0.134660148975791,42761,10.5
"3008","peak 1","55001",55.8571428571429,"Adams","Wisconsin","Midwest",43.9695,-89.7704,0.366305635471315,53156,9.5
"3009","peak 1","55003",12.5714285714286,"Ashland","Wisconsin","Midwest",46.3161,-90.6779,0.54824711659244,47202,8.5
"3010","peak 1","55005",90.2857142857143,"Barron","Wisconsin","Midwest",45.4237,-91.8483,0.362739682790184,54372,6.1
"3011","peak 1","55007",15,"Bayfield","Wisconsin","Midwest",46.5238,-91.2008,0.564981617647059,58065,9.3
"3012","peak 1","55009",3655.85714285714,"Brown","Wisconsin","Midwest",44.4529,-88.0037,0.454883798440462,65494,6
"3013","peak 1","55011",31.5714285714286,"Buffalo","Wisconsin","Midwest",44.3798,-91.7545,0.365916069600819,58407,7.4
"3014","peak 1","55013",7.14285714285714,"Burnett","Wisconsin","Midwest",45.8627,-92.3676,0.351937678729908,51519,9.1
"3015","peak 1","55015",200.571428571429,"Calumet","Wisconsin","Midwest",44.0816,-88.2181,0.393708975108858,80354,4.7
"3016","peak 1","55017",176.857142857143,"Chippewa","Wisconsin","Midwest",45.0694,-91.2798,0.389086760532027,60713,6.2
"3017","peak 1","55019",149.857142857143,"Clark","Wisconsin","Midwest",44.7347,-90.6121,0.303664921465969,54296,4.5
"3018","peak 1","55021",176,"Columbia","Wisconsin","Midwest",43.4666,-89.3337,0.484513862233901,69219,5.9
"3019","peak 1","55023",49.5714285714286,"Crawford","Wisconsin","Midwest",43.2395,-90.931,0.454629097182289,51919,7.3
"3020","peak 1","55025",3683,"Dane","Wisconsin","Midwest",43.0673,-89.4181,0.754616564817527,77828,4.8
"3021","peak 1","55027",592.571428571429,"Dodge","Wisconsin","Midwest",43.4163,-88.7075,0.337682715335701,61730,5.3
"3022","peak 1","55029",77.8571428571429,"Door","Wisconsin","Midwest",44.9473,-87.3135,0.49927921658299,64217,6.8
"3023","peak 1","55031",82.4285714285714,"Douglas","Wisconsin","Midwest",46.4329,-91.9162,0.535640474936175,55651,9.2
"3024","peak 1","55033",78.4285714285714,"Dunn","Wisconsin","Midwest",44.9466,-91.8964,0.420719265431049,61506,5.5
"3025","peak 1","55035",418.285714285714,"Eau Claire","Wisconsin","Midwest",44.7268,-91.286,0.542599742599743,64972,5.5
"3026","peak 1","55037",5.14285714285714,"Florence","Wisconsin","Midwest",45.8485,-88.3981,0.265646258503401,58270,8
"3027","peak 1","55039",465.571428571429,"Fond du Lac","Wisconsin","Midwest",43.7536,-88.4883,0.359609439136434,65905,5.9
"3028","peak 1","55041",53.2857142857143,"Forest","Wisconsin","Midwest",45.6673,-88.7704,0.34058974866416,48964,12.4
"3029","peak 1","55043",264.714285714286,"Grant","Wisconsin","Midwest",42.8675,-90.7062,0.429475164011246,56418,5.3
"3030","peak 1","55045",118.571428571429,"Green","Wisconsin","Midwest",42.68,-89.6022,0.506913949359993,64319,4.8
"3031","peak 1","55047",48.5714285714286,"Green Lake","Wisconsin","Midwest",43.8004,-89.0449,0.313372692343735,59458,6.9
"3032","peak 1","55049",54,"Iowa","Wisconsin","Midwest",43.0005,-90.1354,0.559462550028588,67390,6.1
"3033","peak 1","55051",41,"Iron","Wisconsin","Midwest",46.2623,-90.2421,0.382294264339152,48813,11.2
"3034","peak 1","55053",37.4285714285714,"Jackson","Wisconsin","Midwest",44.3192,-90.8052,0.417910447761194,57247,9.3
"3035","peak 1","55055",467.857142857143,"Jefferson","Wisconsin","Midwest",43.0208,-88.7759,0.414848162737864,71098,5.4
"3036","peak 1","55057",86.8571428571429,"Juneau","Wisconsin","Midwest",43.9246,-90.1138,0.346195929681231,55787,7.2
"3037","peak 1","55059",2154.57142857143,"Kenosha","Wisconsin","Midwest",42.5769,-88.0424,0.475478374540783,66460,7.1
"3038","peak 1","55061",95.5714285714286,"Kewaunee","Wisconsin","Midwest",44.5161,-87.6153,0.328730880529144,65879,4.6
"3039","peak 1","55063",702.285714285714,"La Crosse","Wisconsin","Midwest",43.9066,-91.1152,0.557509869777856,59758,5.4
"3040","peak 1","55065",92.1428571428571,"Lafayette","Wisconsin","Midwest",42.6605,-90.1317,0.426300409117475,59128,4.3
"3041","peak 1","55067",18.1428571428571,"Langlade","Wisconsin","Midwest",45.2624,-89.0719,0.331751007613077,49597,6.5
"3042","peak 1","55069",46.5714285714286,"Lincoln","Wisconsin","Midwest",45.3374,-89.7346,0.379523549736316,60728,5.9
"3043","peak 1","55071",219.857142857143,"Manitowoc","Wisconsin","Midwest",44.1199,-87.8097,0.375158937295055,61326,6.2
"3044","peak 1","55073",430.714285714286,"Marathon","Wisconsin","Midwest",44.8983,-89.7591,0.401401936131125,66092,5
"3045","peak 1","55075",204.142857142857,"Marinette","Wisconsin","Midwest",45.383,-88.0334,0.320553548892467,54404,7.8
"3046","peak 1","55077",62,"Marquette","Wisconsin","Midwest",43.8196,-89.3987,0.3573083287369,56790,6.7
"3047","peak 1","55078",13.4285714285714,"Menominee","Wisconsin","Midwest",45.0044,-88.71,0.819496855345912,40300,15.3
"3048","peak 1","55079",17229.8571428571,"Milwaukee","Wisconsin","Midwest",43.0072,-87.9668,0.691263718186988,53505,8.2
"3049","peak 1","55081",167.428571428571,"Monroe","Wisconsin","Midwest",43.9457,-90.6178,0.372960063685817,60296,5.5
"3050","peak 1","55083",131.571428571429,"Oconto","Wisconsin","Midwest",45.0262,-88.2692,0.289252638380358,66401,6.3
"3051","peak 1","55085",58.1428571428571,"Oneida","Wisconsin","Midwest",45.7056,-89.5218,0.418270623784097,62765,7.3
"3052","peak 1","55087",883.571428571429,"Outagamie","Wisconsin","Midwest",44.4161,-88.4649,0.441271222528744,66994,5.5
"3053","peak 1","55089",455.714285714286,"Ozaukee","Wisconsin","Midwest",43.384,-87.9509,0.431268906742998,90446,5.4
"3054","peak 1","55091",31.7142857142857,"Pepin","Wisconsin","Midwest",44.5829,-92.0016,0.359314671814672,62675,5.9
"3055","peak 1","55093",138.714285714286,"Pierce","Wisconsin","Midwest",44.7194,-92.4224,0.420122657288673,75368,7
"3056","peak 1","55095",90,"Polk","Wisconsin","Midwest",45.4614,-92.4414,0.355314550073945,63910,7.2
"3057","peak 1","55097",308,"Portage","Wisconsin","Midwest",44.476,-89.5014,0.503115533334975,58248,5.4
"3058","peak 1","55099",16.7142857142857,"Price","Wisconsin","Midwest",45.6804,-90.3614,0.354785864732038,48761,6.8
"3059","peak 1","55101",3155.42857142857,"Racine","Wisconsin","Midwest",42.7475,-88.0612,0.471193318991837,61691,7.3
"3060","peak 1","55103",19.7142857142857,"Richland","Wisconsin","Midwest",43.3756,-90.4295,0.443199467495008,51295,5.1
"3061","peak 1","55105",1365,"Rock","Wisconsin","Midwest",42.6712,-89.0716,0.546602624179944,61624,7.1
"3062","peak 1","55107",13,"Rusk","Wisconsin","Midwest",45.4751,-91.1332,0.319173218361654,49860,6.6
"3063","peak 1","55109",360.428571428571,"St. Croix","Wisconsin","Midwest",45.0341,-92.4528,0.408944222053715,87098,7.1
"3064","peak 1","55111",255,"Sauk","Wisconsin","Midwest",43.4267,-89.9482,0.500179543131785,63752,7.5
"3065","peak 1","55113",20.2857142857143,"Sawyer","Wisconsin","Midwest",45.88,-91.1445,0.427973358705994,53908,7.9
"3066","peak 1","55115",120.857142857143,"Shawano","Wisconsin","Midwest",44.7892,-88.7654,0.315321689144373,58982,6.4
"3067","peak 1","55117",434.714285714286,"Sheboygan","Wisconsin","Midwest",43.7212,-87.9454,0.410552786656769,62108,5.7
"3068","peak 1","55119",36.5714285714286,"Taylor","Wisconsin","Midwest",45.2116,-90.5012,0.252011978289351,52419,4.9
"3069","peak 1","55121",246.571428571429,"Trempealeau","Wisconsin","Midwest",44.304,-91.3585,0.408647594278284,61687,7
"3070","peak 1","55123",46.2857142857143,"Vernon","Wisconsin","Midwest",43.5939,-90.8344,0.468316272059285,56272,5.2
"3071","peak 1","55125",21.2857142857143,"Vilas","Wisconsin","Midwest",46.0529,-89.5148,0.384084846118811,55576,7.2
"3072","peak 1","55127",994.714285714286,"Walworth","Wisconsin","Midwest",42.6685,-88.5419,0.395642361111111,64682,6.1
"3073","peak 1","55129",8.57142857142857,"Washburn","Wisconsin","Midwest",45.8992,-91.7912,0.37261514742725,52735,6.9
"3074","peak 1","55131",654.285714285714,"Washington","Wisconsin","Midwest",43.3685,-88.2307,0.302600204382877,81928,5.6
"3075","peak 1","55133",2640,"Waukesha","Wisconsin","Midwest",43.0182,-88.3045,0.387714742011075,91070,5.6
"3076","peak 1","55135",261,"Waupaca","Wisconsin","Midwest",44.4705,-88.9648,0.333093031239272,61773,5.5
"3077","peak 1","55137",59,"Waushara","Wisconsin","Midwest",44.1131,-89.2429,0.323408018867925,55476,6.3
"3078","peak 1","55139",903.285714285714,"Winnebago","Wisconsin","Midwest",44.0689,-88.6446,0.46856389314276,59643,5.4
"3079","peak 1","55141",149.857142857143,"Wood","Wisconsin","Midwest",44.4553,-90.0416,0.396266163010315,57325,6.7
"3080","peak 1","56001",74.4285714285714,"Albany","Wyoming","West",41.6545,-105.7238,0.488370843852393,52216,4
"3081","peak 1","56003",32.5714285714286,"Big Horn","Wyoming","West",44.5267,-107.9952,0.136995827538248,53018,5
"3082","peak 1","56005",101,"Campbell","Wyoming","West",44.2482,-105.5482,0.0988960441582337,83997,6.9
"3083","peak 1","56007",53,"Carbon","Wyoming","West",41.6944,-106.9307,0.214135654261705,61626,4.5
"3084","peak 1","56009",29.8571428571429,"Converse","Wyoming","West",42.9723,-105.5072,0.123529411764706,72481,6
"3085","peak 1","56011",9,"Crook","Wyoming","West",44.5885,-104.5699,0.0917698470502549,64120,3.9
"3086","peak 1","56013",440,"Fremont","Wyoming","West",43.0405,-108.6305,0.304731930870742,57953,6.2
"3087","peak 1","56015",11,"Goshen","Wyoming","West",42.0879,-104.3533,0.192757570902099,55540,4.3
"3088","peak 1","56017",16.1428571428571,"Hot Springs","Wyoming","West",43.719,-108.4422,0.187039192859915,52344,5
"3089","peak 1","56019",22,"Johnson","Wyoming","West",44.0388,-106.5846,0.182539682539683,57224,5.5
"3090","peak 1","56021",399.857142857143,"Laramie","Wyoming","West",41.307,-104.6895,0.338290871904317,69613,5.1
"3091","peak 1","56023",74.2857142857143,"Lincoln","Wyoming","West",42.2639,-110.656,0.144153611004968,71269,5
"3092","peak 1","56025",185.571428571429,"Natrona","Wyoming","West",42.9621,-106.7985,0.242315777512641,66104,7.8
"3093","peak 1","56027",2,"Niobrara","Wyoming","West",43.0564,-104.4754,0.118501529051988,48513,3.8
"3094","peak 1","56029",94.4285714285714,"Park","Wyoming","West",44.5205,-109.5879,0.203983968415386,59494,5.4
"3095","peak 1","56031",4.71428571428571,"Platte","Wyoming","West",42.1331,-104.9659,0.180784074751168,57425,5
"3096","peak 1","56033",40.1428571428571,"Sheridan","Wyoming","West",44.79,-106.8793,0.246104212320429,64030,4.9
"3097","peak 1","56035",21.7142857142857,"Sublette","Wyoming","West",42.7669,-109.9147,0.177464788732394,78055,7.2
"3098","peak 1","56037",203,"Sweetwater","Wyoming","West",41.6595,-108.8796,0.230259591640065,80639,7.4
"3099","peak 1","56039",250.714285714286,"Teton","Wyoming","West",43.9347,-110.5898,0.670981808271445,98837,6
"3100","peak 1","56041",227.714285714286,"Uinta","Wyoming","West",41.2876,-110.5476,0.169219315039353,70756,6.3
"3101","peak 1","56043",43.7142857142857,"Washakie","Wyoming","West",43.905,-107.6827,0.162263210368893,55122,5.3
"3102","peak 1","56045",4,"Weston","Wyoming","West",43.8404,-104.5676,0.101637492941841,59410,3.9
"3103","peak 1","69110",37.4285714285714,"Saipan","Northern Mariana Islands",NA,NA,NA,NA,NA,NA
"3104","peak 1","69120",1,"Tinian","Northern Mariana Islands",NA,NA,NA,NA,NA,NA
"3105","peak 1","72001",73.1428571428571,"Adjuntas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3106","peak 1","72003",81.4285714285714,"Aguada","Puerto Rico",NA,NA,NA,NA,NA,NA
"3107","peak 1","72005",130.285714285714,"Aguadilla","Puerto Rico",NA,NA,NA,NA,NA,NA
"3108","peak 1","72007",86.1428571428571,"Aguas Buenas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3109","peak 1","72009",64.1428571428571,"Aibonito","Puerto Rico",NA,NA,NA,NA,NA,NA
"3110","peak 1","72011",95.2857142857143,"Anasco","Puerto Rico",NA,NA,NA,NA,NA,NA
"3111","peak 1","72013",204.142857142857,"Arecibo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3112","peak 1","72015",67.1428571428571,"Arroyo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3113","peak 1","72017",44.8571428571429,"Barceloneta","Puerto Rico",NA,NA,NA,NA,NA,NA
"3114","peak 1","72019",143.142857142857,"Barranquitas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3115","peak 1","72021",844.285714285714,"Bayamon","Puerto Rico",NA,NA,NA,NA,NA,NA
"3116","peak 1","72023",145.571428571429,"Cabo Rojo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3117","peak 1","72025",458.714285714286,"Caguas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3118","peak 1","72027",72.8571428571429,"Camuy","Puerto Rico",NA,NA,NA,NA,NA,NA
"3119","peak 1","72029",236.428571428571,"Canovanas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3120","peak 1","72031",681.428571428571,"Carolina","Puerto Rico",NA,NA,NA,NA,NA,NA
"3121","peak 1","72033",108.142857142857,"Catano","Puerto Rico",NA,NA,NA,NA,NA,NA
"3122","peak 1","72035",143.714285714286,"Cayey","Puerto Rico",NA,NA,NA,NA,NA,NA
"3123","peak 1","72037",44.5714285714286,"Ceiba","Puerto Rico",NA,NA,NA,NA,NA,NA
"3124","peak 1","72039",91.1428571428571,"Ciales","Puerto Rico",NA,NA,NA,NA,NA,NA
"3125","peak 1","72041",108.857142857143,"Cidra","Puerto Rico",NA,NA,NA,NA,NA,NA
"3126","peak 1","72043",80.2857142857143,"Coamo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3127","peak 1","72045",87.5714285714286,"Comerio","Puerto Rico",NA,NA,NA,NA,NA,NA
"3128","peak 1","72047",96.4285714285714,"Corozal","Puerto Rico",NA,NA,NA,NA,NA,NA
"3129","peak 1","72049",12.7142857142857,"Culebra","Puerto Rico",NA,NA,NA,NA,NA,NA
"3130","peak 1","72051",193.571428571429,"Dorado","Puerto Rico",NA,NA,NA,NA,NA,NA
"3131","peak 1","72053",144,"Fajardo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3132","peak 1","72054",92.2857142857143,"Florida","Puerto Rico",NA,NA,NA,NA,NA,NA
"3133","peak 1","72055",51.2857142857143,"Guanica","Puerto Rico",NA,NA,NA,NA,NA,NA
"3134","peak 1","72057",107.857142857143,"Guayama","Puerto Rico",NA,NA,NA,NA,NA,NA
"3135","peak 1","72059",96.4285714285714,"Guayanilla","Puerto Rico",NA,NA,NA,NA,NA,NA
"3136","peak 1","72061",574.714285714286,"Guaynabo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3137","peak 1","72063",163.142857142857,"Gurabo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3138","peak 1","72065",68,"Hatillo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3139","peak 1","72067",69.8571428571429,"Hormigueros","Puerto Rico",NA,NA,NA,NA,NA,NA
"3140","peak 1","72069",129.142857142857,"Humacao","Puerto Rico",NA,NA,NA,NA,NA,NA
"3141","peak 1","72071",89.1428571428571,"Isabela","Puerto Rico",NA,NA,NA,NA,NA,NA
"3142","peak 1","72073",170.571428571429,"Jayuya","Puerto Rico",NA,NA,NA,NA,NA,NA
"3143","peak 1","72075",142.285714285714,"Juana Diaz","Puerto Rico",NA,NA,NA,NA,NA,NA
"3144","peak 1","72077",78,"Juncos","Puerto Rico",NA,NA,NA,NA,NA,NA
"3145","peak 1","72079",61.7142857142857,"Lajas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3146","peak 1","72081",107.428571428571,"Lares","Puerto Rico",NA,NA,NA,NA,NA,NA
"3147","peak 1","72083",37.1428571428571,"Las Marias","Puerto Rico",NA,NA,NA,NA,NA,NA
"3148","peak 1","72085",111,"Las Piedras","Puerto Rico",NA,NA,NA,NA,NA,NA
"3149","peak 1","72087",66.5714285714286,"Loiza","Puerto Rico",NA,NA,NA,NA,NA,NA
"3150","peak 1","72089",75.8571428571429,"Luquillo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3151","peak 1","72091",112.428571428571,"Manati","Puerto Rico",NA,NA,NA,NA,NA,NA
"3152","peak 1","72093",36.7142857142857,"Maricao","Puerto Rico",NA,NA,NA,NA,NA,NA
"3153","peak 1","72095",40.7142857142857,"Maunabo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3154","peak 1","72097",347.285714285714,"Mayaguez","Puerto Rico",NA,NA,NA,NA,NA,NA
"3155","peak 1","72099",108.285714285714,"Moca","Puerto Rico",NA,NA,NA,NA,NA,NA
"3156","peak 1","72101",144.714285714286,"Morovis","Puerto Rico",NA,NA,NA,NA,NA,NA
"3157","peak 1","72103",65.7142857142857,"Naguabo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3158","peak 1","72105",137.714285714286,"Naranjito","Puerto Rico",NA,NA,NA,NA,NA,NA
"3159","peak 1","72107",128.857142857143,"Orocovis","Puerto Rico",NA,NA,NA,NA,NA,NA
"3160","peak 1","72109",80,"Patillas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3161","peak 1","72111",48.1428571428571,"Penuelas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3162","peak 1","72113",339.428571428571,"Ponce","Puerto Rico",NA,NA,NA,NA,NA,NA
"3163","peak 1","72115",54.7142857142857,"Quebradillas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3164","peak 1","72117",71.1428571428571,"Rincon","Puerto Rico",NA,NA,NA,NA,NA,NA
"3165","peak 1","72119",179.714285714286,"Rio Grande","Puerto Rico",NA,NA,NA,NA,NA,NA
"3166","peak 1","72121",95.8571428571429,"Sabana Grande","Puerto Rico",NA,NA,NA,NA,NA,NA
"3167","peak 1","72123",126.428571428571,"Salinas","Puerto Rico",NA,NA,NA,NA,NA,NA
"3168","peak 1","72125",113.714285714286,"San German","Puerto Rico",NA,NA,NA,NA,NA,NA
"3169","peak 1","72127",1804.85714285714,"San Juan","Puerto Rico",NA,NA,NA,NA,NA,NA
"3170","peak 1","72129",103.142857142857,"San Lorenzo","Puerto Rico",NA,NA,NA,NA,NA,NA
"3171","peak 1","72131",143.714285714286,"San Sebastian","Puerto Rico",NA,NA,NA,NA,NA,NA
"3172","peak 1","72133",75.2857142857143,"Santa Isabel","Puerto Rico",NA,NA,NA,NA,NA,NA
"3173","peak 1","72135",307.571428571429,"Toa Alta","Puerto Rico",NA,NA,NA,NA,NA,NA
"3174","peak 1","72137",300,"Toa Baja","Puerto Rico",NA,NA,NA,NA,NA,NA
"3175","peak 1","72139",299.857142857143,"Trujillo Alto","Puerto Rico",NA,NA,NA,NA,NA,NA
"3176","peak 1","72141",45.7142857142857,"Utuado","Puerto Rico",NA,NA,NA,NA,NA,NA
"3177","peak 1","72143",134.571428571429,"Vega Alta","Puerto Rico",NA,NA,NA,NA,NA,NA
"3178","peak 1","72145",227.142857142857,"Vega Baja","Puerto Rico",NA,NA,NA,NA,NA,NA
"3179","peak 1","72147",30.2857142857143,"Vieques","Puerto Rico",NA,NA,NA,NA,NA,NA
"3180","peak 1","72149",66.1428571428571,"Villalba","Puerto Rico",NA,NA,NA,NA,NA,NA
"3181","peak 1","72151",67.8571428571429,"Yabucoa","Puerto Rico",NA,NA,NA,NA,NA,NA
"3182","peak 1","72153",160.428571428571,"Yauco","Puerto Rico",NA,NA,NA,NA,NA,NA
"3183","peak 1","78010",215,"St. Croix","Virgin Islands",NA,NA,NA,NA,NA,NA
"3184","peak 1","78020",14.1428571428571,"St. John","Virgin Islands",NA,NA,NA,NA,NA,NA
"3185","peak 1","78030",107.857142857143,"St. Thomas","Virgin Islands",NA,NA,NA,NA,NA,NA
